Atlas	Species	Section	Developmental stage	Sex	Technology	Kind	Tissue	Disease	Spatial clustering	H&E	Download	ExploreId	n_obs	n_genes
STDS0000231	Mus musculus / 小鼠	hippo_fov47_processed.h5ad	hippo_fov47_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0007000/hippo_fov47_processed.h5ad	STDS0000231_hippo_fov47	131	249
STDS0000231	Mus musculus / 小鼠	hippo_fov48_processed.h5ad	hippo_fov48_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0007001/hippo_fov48_processed.h5ad	STDS0000231_hippo_fov48	146	249
STDS0000231	Mus musculus / 小鼠	hippo_fov49_processed.h5ad	hippo_fov49_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0007002/hippo_fov49_processed.h5ad	STDS0000231_hippo_fov49	131	249
STDS0000231	Mus musculus / 小鼠	hippo_fov50_processed.h5ad	hippo_fov50_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0007003/hippo_fov50_processed.h5ad	STDS0000231_hippo_fov50	148	249
STDS0000231	Mus musculus / 小鼠	hippo_fov51_processed.h5ad	hippo_fov51_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0007004/hippo_fov51_processed.h5ad	STDS0000231_hippo_fov51	116	249
STDS0000231	Mus musculus / 小鼠	hippo_fov52_processed.h5ad	hippo_fov52_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0007005/hippo_fov52_processed.h5ad	STDS0000231_hippo_fov52	334	249
STDS0000231	Mus musculus / 小鼠	hippo_fov53_processed.h5ad	hippo_fov53_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0007006/hippo_fov53_processed.h5ad	STDS0000231_hippo_fov53	362	249
STDS0000232	Mus musculus / 小鼠	mouse_brain_STARmap_processed.h5ad	mouse_brain_STARmap_processed		STARmap	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000232/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000232/stomics/STDS0000232/mouse_brain/mouse_brain_STARmap_processed.h5ad	STDS0000232_mouse_brain_STARmap	930	996
STDS0000233	Mus musculus / 小鼠	data_zstep10_11_processed.h5ad	data_zstep10_11_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007008/data_zstep10_11_processed.h5ad	STDS0000233_data_zstep10_11	1061	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_13_processed.h5ad	data_zstep10_13_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007009/data_zstep10_13_processed.h5ad	STDS0000233_data_zstep10_13	1109	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_14_processed.h5ad	data_zstep10_14_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007010/data_zstep10_14_processed.h5ad	STDS0000233_data_zstep10_14	1009	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_18_processed.h5ad	data_zstep10_18_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007011/data_zstep10_18_processed.h5ad	STDS0000233_data_zstep10_18	1108	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_19_processed.h5ad	data_zstep10_19_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007012/data_zstep10_19_processed.h5ad	STDS0000233_data_zstep10_19	1228	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_21_processed.h5ad	data_zstep10_21_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007014/data_zstep10_21_processed.h5ad	STDS0000233_data_zstep10_21	1242	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_23_processed.h5ad	data_zstep10_23_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007015/data_zstep10_23_processed.h5ad	STDS0000233_data_zstep10_23	1334	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_24_processed.h5ad	data_zstep10_24_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007016/data_zstep10_24_processed.h5ad	STDS0000233_data_zstep10_24	1204	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_27_processed.h5ad	data_zstep10_27_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007017/data_zstep10_27_processed.h5ad	STDS0000233_data_zstep10_27	977	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_34_processed.h5ad	data_zstep10_34_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007018/data_zstep10_34_processed.h5ad	STDS0000233_data_zstep10_34	618	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_38_processed.h5ad	data_zstep10_38_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007019/data_zstep10_38_processed.h5ad	STDS0000233_data_zstep10_38	444	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_3_processed.h5ad	data_zstep10_3_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007020/data_zstep10_3_processed.h5ad	STDS0000233_data_zstep10_3	592	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_41_processed.h5ad	data_zstep10_41_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007021/data_zstep10_41_processed.h5ad	STDS0000233_data_zstep10_41	289	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_42_processed.h5ad	data_zstep10_42_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007022/data_zstep10_42_processed.h5ad	STDS0000233_data_zstep10_42	305	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_46_processed.h5ad	data_zstep10_46_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007023/data_zstep10_46_processed.h5ad	STDS0000233_data_zstep10_46	46	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_5_processed.h5ad	data_zstep10_5_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007024/data_zstep10_5_processed.h5ad	STDS0000233_data_zstep10_5	548	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_6_processed.h5ad	data_zstep10_6_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007025/data_zstep10_6_processed.h5ad	STDS0000233_data_zstep10_6	558	26
STDS0000233	Mus musculus / 小鼠	data_zstep10_7_processed.h5ad	data_zstep10_7_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007026/data_zstep10_7_processed.h5ad	STDS0000233_data_zstep10_7	538	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_0_processed.h5ad	data_zstep15_0_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007027/data_zstep15_0_processed.h5ad	STDS0000233_data_zstep15_0	388	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_11_processed.h5ad	data_zstep15_11_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007029/data_zstep15_11_processed.h5ad	STDS0000233_data_zstep15_11	1724	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_12_processed.h5ad	data_zstep15_12_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007030/data_zstep15_12_processed.h5ad	STDS0000233_data_zstep15_12	1762	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_15_processed.h5ad	data_zstep15_15_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007031/data_zstep15_15_processed.h5ad	STDS0000233_data_zstep15_15	1957	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_19_processed.h5ad	data_zstep15_19_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007032/data_zstep15_19_processed.h5ad	STDS0000233_data_zstep15_19	1530	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_22_processed.h5ad	data_zstep15_22_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007034/data_zstep15_22_processed.h5ad	STDS0000233_data_zstep15_22	1419	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_24_processed.h5ad	data_zstep15_24_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007035/data_zstep15_24_processed.h5ad	STDS0000233_data_zstep15_24	627	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_25_processed.h5ad	data_zstep15_25_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007036/data_zstep15_25_processed.h5ad	STDS0000233_data_zstep15_25	655	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_28_processed.h5ad	data_zstep15_28_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007038/data_zstep15_28_processed.h5ad	STDS0000233_data_zstep15_28	412	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_3_processed.h5ad	data_zstep15_3_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007039/data_zstep15_3_processed.h5ad	STDS0000233_data_zstep15_3	808	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_4_processed.h5ad	data_zstep15_4_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007040/data_zstep15_4_processed.h5ad	STDS0000233_data_zstep15_4	839	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_5_processed.h5ad	data_zstep15_5_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007041/data_zstep15_5_processed.h5ad	STDS0000233_data_zstep15_5	990	26
STDS0000233	Mus musculus / 小鼠	data_zstep15_9_processed.h5ad	data_zstep15_9_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007042/data_zstep15_9_processed.h5ad	STDS0000233_data_zstep15_9	1568	26
STDS0000233	Mus musculus / 小鼠	data_zstep20_0_processed.h5ad	data_zstep20_0_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007043/data_zstep20_0_processed.h5ad	STDS0000233_data_zstep20_0	742	26
STDS0000233	Mus musculus / 小鼠	data_zstep20_10_processed.h5ad	data_zstep20_10_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007044/data_zstep20_10_processed.h5ad	STDS0000233_data_zstep20_10	2495	26
STDS0000233	Mus musculus / 小鼠	data_zstep20_13_processed.h5ad	data_zstep20_13_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007045/data_zstep20_13_processed.h5ad	STDS0000233_data_zstep20_13	1964	26
STDS0000233	Mus musculus / 小鼠	data_zstep20_14_processed.h5ad	data_zstep20_14_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007046/data_zstep20_14_processed.h5ad	STDS0000233_data_zstep20_14	2060	26
STDS0000233	Mus musculus / 小鼠	data_zstep20_3_processed.h5ad	data_zstep20_3_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007048/data_zstep20_3_processed.h5ad	STDS0000233_data_zstep20_3	1096	26
STDS0000233	Mus musculus / 小鼠	data_zstep20_4_processed.h5ad	data_zstep20_4_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007049/data_zstep20_4_processed.h5ad	STDS0000233_data_zstep20_4	1755	26
STDS0000233	Mus musculus / 小鼠	data_zstep20_8_processed.h5ad	data_zstep20_8_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007050/data_zstep20_8_processed.h5ad	STDS0000233_data_zstep20_8	2281	26
STDS0000233	Mus musculus / 小鼠	data_zstep20_9_processed.h5ad	data_zstep20_9_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007051/data_zstep20_9_processed.h5ad	STDS0000233_data_zstep20_9	2336	26
STDS0000233	Mus musculus / 小鼠	data_zstep25_11_processed.h5ad	data_zstep25_11_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007052/data_zstep25_11_processed.h5ad	STDS0000233_data_zstep25_11	2582	26
STDS0000233	Mus musculus / 小鼠	data_zstep25_15_processed.h5ad	data_zstep25_15_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007053/data_zstep25_15_processed.h5ad	STDS0000233_data_zstep25_15	1052	26
STDS0000233	Mus musculus / 小鼠	data_zstep25_17_processed.h5ad	data_zstep25_17_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007054/data_zstep25_17_processed.h5ad	STDS0000233_data_zstep25_17	497	26
STDS0000233	Mus musculus / 小鼠	data_zstep25_2_processed.h5ad	data_zstep25_2_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007055/data_zstep25_2_processed.h5ad	STDS0000233_data_zstep25_2	1387	26
STDS0000233	Mus musculus / 小鼠	data_zstep25_5_processed.h5ad	data_zstep25_5_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007056/data_zstep25_5_processed.h5ad	STDS0000233_data_zstep25_5	2648	26
STDS0000233	Mus musculus / 小鼠	data_zstep25_8_processed.h5ad	data_zstep25_8_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007057/data_zstep25_8_processed.h5ad	STDS0000233_data_zstep25_8	3106	26
STDS0000233	Mus musculus / 小鼠	data_zstep30_12_processed.h5ad	data_zstep30_12_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007058/data_zstep30_12_processed.h5ad	STDS0000233_data_zstep30_12	1282	26
STDS0000233	Mus musculus / 小鼠	data_zstep30_14_processed.h5ad	data_zstep30_14_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007060/data_zstep30_14_processed.h5ad	STDS0000233_data_zstep30_14	652	26
STDS0000233	Mus musculus / 小鼠	data_zstep30_2_processed.h5ad	data_zstep30_2_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007061/data_zstep30_2_processed.h5ad	STDS0000233_data_zstep30_2	1829	26
STDS0000233	Mus musculus / 小鼠	data_zstep30_3_processed.h5ad	data_zstep30_3_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007062/data_zstep30_3_processed.h5ad	STDS0000233_data_zstep30_3	3133	26
STDS0000233	Mus musculus / 小鼠	data_zstep30_9_processed.h5ad	data_zstep30_9_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007063/data_zstep30_9_processed.h5ad	STDS0000233_data_zstep30_9	3037	26
STDS0000233	Mus musculus / 小鼠	data_zstep35_10_processed.h5ad	data_zstep35_10_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007064/data_zstep35_10_processed.h5ad	STDS0000233_data_zstep35_10	1511	26
STDS0000233	Mus musculus / 小鼠	data_zstep35_1_processed.h5ad	data_zstep35_1_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007065/data_zstep35_1_processed.h5ad	STDS0000233_data_zstep35_1	1954	26
STDS0000233	Mus musculus / 小鼠	data_zstep35_7_processed.h5ad	data_zstep35_7_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007067/data_zstep35_7_processed.h5ad	STDS0000233_data_zstep35_7	3651	26
STDS0000233	Mus musculus / 小鼠	data_zstep40_2_processed.h5ad	data_zstep40_2_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007070/data_zstep40_2_processed.h5ad	STDS0000233_data_zstep40_2	3866	26
STDS0000233	Mus musculus / 小鼠	data_zstep40_5_processed.h5ad	data_zstep40_5_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007072/data_zstep40_5_processed.h5ad	STDS0000233_data_zstep40_5	5063	26
STDS0000233	Mus musculus / 小鼠	data_zstep45_2_processed.h5ad	data_zstep45_2_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007074/data_zstep45_2_processed.h5ad	STDS0000233_data_zstep45_2	4743	26
STDS0000233	Mus musculus / 小鼠	data_zstep45_4_processed.h5ad	data_zstep45_4_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007075/data_zstep45_4_processed.h5ad	STDS0000233_data_zstep45_4	5442	26
STDS0000233	Mus musculus / 小鼠	data_zstep45_5_processed.h5ad	data_zstep45_5_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007076/data_zstep45_5_processed.h5ad	STDS0000233_data_zstep45_5	5265	26
STDS0000233	Mus musculus / 小鼠	data_zstep45_6_processed.h5ad	data_zstep45_6_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007077/data_zstep45_6_processed.h5ad	STDS0000233_data_zstep45_6	4534	26
STDS0000233	Mus musculus / 小鼠	data_zstep50_2_processed.h5ad	data_zstep50_2_processed		EASI-FISH	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000233/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000233/stomics/STSP0007081/data_zstep50_2_processed.h5ad	STDS0000233_data_zstep50_2	5289	26
