Atlas	Species	Section	Developmental stage	Sex	Technology	Kind	Tissue	Disease	Spatial clustering	H&E	Download	ExploreId	n_obs	n_genes
STDS0000223	Homo sapiens / 人	GSM5924030_ffpe_c_2_filtered_feature_bc_matrix_processed.h5ad	fresh ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006841/GSM5924030_ffpe_c_2_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924030_ffpe_c_2_filtered_feature_bc_matrix	4510	17943
STDS0000223	Homo sapiens / 人	GSM5924031_ffpe_c_3_filtered_feature_bc_matrix_processed.h5ad	fresh ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006842/GSM5924031_ffpe_c_3_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924031_ffpe_c_3_filtered_feature_bc_matrix	4755	17943
STDS0000223	Homo sapiens / 人	GSM5924032_ffpe_c_4_filtered_feature_bc_matrix_processed.h5ad	fresh ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006843/GSM5924032_ffpe_c_4_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924032_ffpe_c_4_filtered_feature_bc_matrix	3829	17943
STDS0000223	Homo sapiens / 人	GSM5924033_ffpe_c_7_filtered_feature_bc_matrix_processed.h5ad	fresh ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006844/GSM5924033_ffpe_c_7_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924033_ffpe_c_7_filtered_feature_bc_matrix	4975	17943
STDS0000223	Homo sapiens / 人	GSM5924034_ffpe_c_10_filtered_feature_bc_matrix_processed.h5ad	fresh ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006845/GSM5924034_ffpe_c_10_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924034_ffpe_c_10_filtered_feature_bc_matrix	4860	17943
STDS0000223	Homo sapiens / 人	GSM5924035_ffpe_c_20_filtered_feature_bc_matrix_processed.h5ad	fresh ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006846/GSM5924035_ffpe_c_20_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924035_ffpe_c_20_filtered_feature_bc_matrix	4948	17943
STDS0000223	Homo sapiens / 人	GSM5924037_ffpe_c_34_filtered_feature_bc_matrix_processed.h5ad	fresh ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006848/GSM5924037_ffpe_c_34_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924037_ffpe_c_34_filtered_feature_bc_matrix	3585	17943
STDS0000223	Homo sapiens / 人	GSM5924038_ffpe_c_36_filtered_feature_bc_matrix_processed.h5ad	fresh ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006849/GSM5924038_ffpe_c_36_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924038_ffpe_c_36_filtered_feature_bc_matrix	3206	17943
STDS0000223	Homo sapiens / 人	GSM5924040_ffpe_c_45_filtered_feature_bc_matrix_processed.h5ad	fresh ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006851/GSM5924040_ffpe_c_45_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924040_ffpe_c_45_filtered_feature_bc_matrix	4562	17943
STDS0000223	Homo sapiens / 人	GSM5924042_frozen_a_1_filtered_feature_bc_matrix_processed.h5ad	frozen ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006853/GSM5924042_frozen_a_1_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924042_frozen_a_1_filtered_feature_bc_matrix	1451	36601
STDS0000223	Homo sapiens / 人	GSM5924043_frozen_a_3_filtered_feature_bc_matrix_processed.h5ad	frozen ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006854/GSM5924043_frozen_a_3_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924043_frozen_a_3_filtered_feature_bc_matrix	1439	36601
STDS0000223	Homo sapiens / 人	GSM5924044_frozen_a_15_filtered_feature_bc_matrix_processed.h5ad	frozen ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006855/GSM5924044_frozen_a_15_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924044_frozen_a_15_filtered_feature_bc_matrix	1983	36601
STDS0000223	Homo sapiens / 人	GSM5924045_frozen_a_17_filtered_feature_bc_matrix_processed.h5ad	frozen ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006856/GSM5924045_frozen_a_17_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924045_frozen_a_17_filtered_feature_bc_matrix	1696	36601
STDS0000223	Homo sapiens / 人	GSM5924046_frozen_b_1_filtered_feature_bc_matrix_processed.h5ad	frozen ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006857/GSM5924046_frozen_b_1_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924046_frozen_b_1_filtered_feature_bc_matrix	1949	36601
STDS0000223	Homo sapiens / 人	GSM5924047_frozen_b_7_filtered_feature_bc_matrix_processed.h5ad	frozen ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006858/GSM5924047_frozen_b_7_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924047_frozen_b_7_filtered_feature_bc_matrix	2374	36601
STDS0000223	Homo sapiens / 人	GSM5924048_frozen_b_13_filtered_feature_bc_matrix_processed.h5ad	frozen ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006859/GSM5924048_frozen_b_13_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924048_frozen_b_13_filtered_feature_bc_matrix	1678	36601
STDS0000223	Homo sapiens / 人	GSM5924049_frozen_b_18_filtered_feature_bc_matrix_processed.h5ad	frozen ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006860/GSM5924049_frozen_b_18_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924049_frozen_b_18_filtered_feature_bc_matrix	1186	36601
STDS0000223	Homo sapiens / 人	GSM5924050_frozen_c_2_filtered_feature_bc_matrix_processed.h5ad	frozen ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006861/GSM5924050_frozen_c_2_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924050_frozen_c_2_filtered_feature_bc_matrix	1349	36601
STDS0000223	Homo sapiens / 人	GSM5924051_frozen_c_5_filtered_feature_bc_matrix_processed.h5ad	frozen ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006862/GSM5924051_frozen_c_5_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924051_frozen_c_5_filtered_feature_bc_matrix	2007	36601
STDS0000223	Homo sapiens / 人	GSM5924052_frozen_c_23_filtered_feature_bc_matrix_processed.h5ad	frozen ccRCC human tumor		10x Visium	spatial	Kidney	renal cell cancer	https://db.cngb.org/stomics/datasets/STDS0000223/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000223/stomics/STSP0006863/GSM5924052_frozen_c_23_filtered_feature_bc_matrix_processed.h5ad	STDS0000223_GSM5924052_frozen_c_23_filtered_feature_bc_matrix	2580	36601
STDS0000224	Homo sapiens / 人	GSM5591755_P4_TN2_B_filtered_feature_bc_matrix_matrix_processed.h5ad	Temporal Neocortex		10x Visium	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000224/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000224/stomics/STSP0006872/GSM5591755_P4_TN2_B_filtered_feature_bc_matrix/GSM5591755_P4_TN2_B_filtered_feature_bc_matrix_matrix_processed.h5ad	STDS0000224_GSM5591755_P4_TN2_B_filtered_feature_bc_matrix_matrix	2337	36601
STDS0000224	Homo sapiens / 人	GSM5591753_P2_ON2_B_filtered_feature_bc_matrix_matrix_processed.h5ad	Orbitofrontal Neocortex		10x Visium	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000224/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000224/stomics/STSP0006870/GSM5591753_P2_ON2_B_filtered_feature_bc_matrix/GSM5591753_P2_ON2_B_filtered_feature_bc_matrix_matrix_processed.h5ad	STDS0000224_GSM5591753_P2_ON2_B_filtered_feature_bc_matrix_matrix	3349	36601
STDS0000224	Homo sapiens / 人	GSM5591749_P2_ON1_B_filtered_feature_bc_matrix_matrix_processed.h5ad	Orbitofrontal Neocortex		10x Visium	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000224/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000224/stomics/STSP0006866/GSM5591749_P2_ON1_B_filtered_feature_bc_matrix/GSM5591749_P2_ON1_B_filtered_feature_bc_matrix_matrix_processed.h5ad	STDS0000224_GSM5591749_P2_ON1_B_filtered_feature_bc_matrix_matrix	3340	36601
STDS0000224	Homo sapiens / 人	GSM5591750_P3_TN1_A_filtered_feature_bc_matrix_matrix_processed.h5ad	Temporal Neocortex		10x Visium	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000224/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000224/stomics/STSP0006867/GSM5591750_P3_TN1_A_filtered_feature_bc_matrix/GSM5591750_P3_TN1_A_filtered_feature_bc_matrix_matrix_processed.h5ad	STDS0000224_GSM5591750_P3_TN1_A_filtered_feature_bc_matrix_matrix	2768	36601
STDS0000224	Homo sapiens / 人	GSM5591754_P3_TN2_A_filtered_feature_bc_matrix_matrix_processed.h5ad	Temporal Neocortex		10x Visium	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000224/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000224/stomics/STSP0006871/GSM5591754_P3_TN2_A_filtered_feature_bc_matrix/GSM5591754_P3_TN2_A_filtered_feature_bc_matrix_matrix_processed.h5ad	STDS0000224_GSM5591754_P3_TN2_A_filtered_feature_bc_matrix_matrix	2728	36601
STDS0000224	Homo sapiens / 人	GSM5591748_P1_ON1_A_filtered_feature_bc_matrix_matrix_processed.h5ad	Orbitofrontal Neocortex		10x Visium	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000224/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000224/stomics/STSP0006865/GSM5591748_P1_ON1_A_filtered_feature_bc_matrix/GSM5591748_P1_ON1_A_filtered_feature_bc_matrix_matrix_processed.h5ad	STDS0000224_GSM5591748_P1_ON1_A_filtered_feature_bc_matrix_matrix	2466	36601
STDS0000224	Homo sapiens / 人	GSM5591751_P4_TN1_B_filtered_feature_bc_matrix_matrix_processed.h5ad	Temporal Neocortex		10x Visium	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000224/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000224/stomics/STSP0006868/GSM5591751_P4_TN1_B_filtered_feature_bc_matrix/GSM5591751_P4_TN1_B_filtered_feature_bc_matrix_matrix_processed.h5ad	STDS0000224_GSM5591751_P4_TN1_B_filtered_feature_bc_matrix_matrix	2280	36601
STDS0000224	Homo sapiens / 人	GSM5591752_P1_ON2_A_filtered_feature_bc_matrix_matrix_processed.h5ad	Orbitofrontal Neocortex		10x Visium	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000224/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000224/stomics/STSP0006869/GSM5591752_P1_ON2_A_filtered_feature_bc_matrix/GSM5591752_P1_ON2_A_filtered_feature_bc_matrix_matrix_processed.h5ad	STDS0000224_GSM5591752_P1_ON2_A_filtered_feature_bc_matrix_matrix	2485	36601
STDS0000225	Homo sapiens / 人	GSM6210840_PT8-matrix_processed.h5ad	Pancrease		10x Visium	other	Pancreas		https://db.cngb.org/stomics/datasets/STDS0000225/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000225/stomics/STSP0006879/GSM6210840_PT8-matrix_processed.h5ad	STDS0000225_GSM6210840_PT8-matrix	4992	32738
STDS0000225	Homo sapiens / 人	GSM6210841_PT9-matrix_processed.h5ad	Pancrease		10x Visium	other	Pancreas		https://db.cngb.org/stomics/datasets/STDS0000225/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000225/stomics/STSP0006880/GSM6210841_PT9-matrix_processed.h5ad	STDS0000225_GSM6210841_PT9-matrix	4992	32738
STDS0000226	Homo sapiens / 人	GSM7101009_AS-03_matrix_processed.h5ad	Tumor		10x Visium	other	Blood vessel	Head and Neck Angiosarcoma	https://db.cngb.org/stomics/datasets/STDS0000226/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000226/stomics/STSP0006881/GSM7101009_AS-03_matrix_processed.h5ad	STDS0000226_GSM7101009_AS-03_matrix	1531	36601
STDS0000226	Homo sapiens / 人	GSM7101010_AS-07_matrix_processed.h5ad	Tumor		10x Visium	other	Blood vessel	Head and Neck Angiosarcoma	https://db.cngb.org/stomics/datasets/STDS0000226/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000226/stomics/STSP0006882/GSM7101010_AS-07_matrix_processed.h5ad	STDS0000226_GSM7101010_AS-07_matrix	1404	36601
STDS0000226	Homo sapiens / 人	GSM7101011_AS-17_matrix_processed.h5ad	Tumor		10x Visium	other	Blood vessel	Head and Neck Angiosarcoma	https://db.cngb.org/stomics/datasets/STDS0000226/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000226/stomics/STSP0006883/GSM7101011_AS-17_matrix_processed.h5ad	STDS0000226_GSM7101011_AS-17_matrix	810	36601
STDS0000226	Homo sapiens / 人	GSM7101012_AS-52_matrix_processed.h5ad	Tumor		10x Visium	other	Blood vessel	Head and Neck Angiosarcoma	https://db.cngb.org/stomics/datasets/STDS0000226/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000226/stomics/STSP0006884/GSM7101012_AS-52_matrix_processed.h5ad	STDS0000226_GSM7101012_AS-52_matrix	2079	36601
STDS0000227	Homo sapiens / 人	GSM7211257_EHU-W3_matrix_processed.h5ad	prostatic cancer		10x Visium	spatial	Prostate	NEPC pT4N1M0 and ARPC pT2aN0M0, Gleason score of 4+4	https://db.cngb.org/stomics/datasets/STDS0000227/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000227/stomics/STSP0006885/GSM7211257_EHU-W3_matrix_processed.h5ad	STDS0000227_GSM7211257_EHU-W3_matrix	4992	37082
STDS0000228	Mus musculus / 小鼠	GSE224838_processed.h5ad	GSE224838_processed		GeoMx DSP	other	Bone		https://db.cngb.org/stomics/datasets/STDS0000228/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000228/stomics/STDS0000228/GSE224838_processed.h5ad	STDS0000228_GSE224838	1234	83
STDS0000229	Mus musculus / 小鼠	GSM7093691_Sham_processed.h5ad	heart		10x Visium	other	Heart		https://db.cngb.org/stomics/datasets/STDS0000229/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000229/stomics/STSP0006969/GSM7093691_Sham_processed.h5ad	STDS0000229_GSM7093691_Sham	2237	32285
STDS0000229	Mus musculus / 小鼠	GSM7093692_SBP_processed.h5ad	heart		10x Visium	other	Heart		https://db.cngb.org/stomics/datasets/STDS0000229/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000229/stomics/STSP0006970/GSM7093692_SBP_processed.h5ad	STDS0000229_GSM7093692_SBP	1962	32285
STDS0000229	Mus musculus / 小鼠	GSM7093693_MIRI_processed.h5ad	heart		10x Visium	other	Heart		https://db.cngb.org/stomics/datasets/STDS0000229/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000229/stomics/STSP0006971/GSM7093693_MIRI_processed.h5ad	STDS0000229_GSM7093693_MIRI	2083	32285
STDS0000230	Mus musculus / 小鼠	MOB_0_processed.h5ad	MOB_0_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006978/MOB_0_processed.h5ad	STDS0000230_MOB_0	252	10000
STDS0000230	Mus musculus / 小鼠	MOB_1_processed.h5ad	MOB_1_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006979/MOB_1_processed.h5ad	STDS0000230_MOB_1	342	10000
STDS0000230	Mus musculus / 小鼠	MOB_2_processed.h5ad	MOB_2_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006980/MOB_2_processed.h5ad	STDS0000230_MOB_2	305	10000
STDS0000230	Mus musculus / 小鼠	MOB_3_processed.h5ad	MOB_3_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006981/MOB_3_processed.h5ad	STDS0000230_MOB_3	323	10000
STDS0000230	Mus musculus / 小鼠	MOB_4_processed.h5ad	MOB_4_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006982/MOB_4_processed.h5ad	STDS0000230_MOB_4	346	10000
STDS0000230	Mus musculus / 小鼠	MOB_5_processed.h5ad	MOB_5_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006983/MOB_5_processed.h5ad	STDS0000230_MOB_5	291	10000
STDS0000230	Mus musculus / 小鼠	MOB_6_processed.h5ad	MOB_6_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006984/MOB_6_processed.h5ad	STDS0000230_MOB_6	191	10000
STDS0000230	Mus musculus / 小鼠	MOB_processed.h5ad	MOB_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006985/MOB_processed.h5ad	STDS0000230_MOB	2050	10000
STDS0000230	Mus musculus / 小鼠	cortex_0_processed.h5ad	cortex_0_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STDS0000230/cortex_0/cortex_0_processed.h5ad	STDS0000230_cortex_0	118	10000
STDS0000230	Mus musculus / 小鼠	cortex_1_processed.h5ad	cortex_1_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006972/cortex_1_processed.h5ad	STDS0000230_cortex_1	108	10000
STDS0000230	Mus musculus / 小鼠	cortex_2_processed.h5ad	cortex_2_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006973/cortex_2_processed.h5ad	STDS0000230_cortex_2	90	10000
STDS0000230	Mus musculus / 小鼠	cortex_3_processed.h5ad	cortex_3_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006974/cortex_3_processed.h5ad	STDS0000230_cortex_3	106	10000
STDS0000230	Mus musculus / 小鼠	cortex_4_processed.h5ad	cortex_4_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006975/cortex_4_processed.h5ad	STDS0000230_cortex_4	101	10000
STDS0000230	Mus musculus / 小鼠	cortex_5_processed.h5ad	cortex_5_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006976/cortex_5_processed.h5ad	STDS0000230_cortex_5	281	10000
STDS0000230	Mus musculus / 小鼠	cortex_6_processed.h5ad	cortex_6_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STSP0006977/cortex_6_processed.h5ad	STDS0000230_cortex_6	109	10000
STDS0000230	Mus musculus / 小鼠	cortex_processed.h5ad	cortex_processed		seqFISH+	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000230/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000230/stomics/STDS0000230/cortex/cortex_processed.h5ad	STDS0000230_cortex	5328	33
STDS0000231	Mus musculus / 小鼠	hippo_fov33_processed.h5ad	hippo_fov33_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006986/hippo_fov33_processed.h5ad	STDS0000231_hippo_fov33	97	249
STDS0000231	Mus musculus / 小鼠	hippo_fov34_processed.h5ad	hippo_fov34_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006987/hippo_fov34_processed.h5ad	STDS0000231_hippo_fov34	144	249
STDS0000231	Mus musculus / 小鼠	hippo_fov35_processed.h5ad	hippo_fov35_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006988/hippo_fov35_processed.h5ad	STDS0000231_hippo_fov35	124	249
STDS0000231	Mus musculus / 小鼠	hippo_fov36_processed.h5ad	hippo_fov36_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006989/hippo_fov36_processed.h5ad	STDS0000231_hippo_fov36	108	249
STDS0000231	Mus musculus / 小鼠	hippo_fov37_processed.h5ad	hippo_fov37_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006990/hippo_fov37_processed.h5ad	STDS0000231_hippo_fov37	119	249
STDS0000231	Mus musculus / 小鼠	hippo_fov38_processed.h5ad	hippo_fov38_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006991/hippo_fov38_processed.h5ad	STDS0000231_hippo_fov38	127	249
STDS0000231	Mus musculus / 小鼠	hippo_fov39_processed.h5ad	hippo_fov39_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006992/hippo_fov39_processed.h5ad	STDS0000231_hippo_fov39	104	249
STDS0000231	Mus musculus / 小鼠	hippo_fov40_processed.h5ad	hippo_fov40_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006993/hippo_fov40_processed.h5ad	STDS0000231_hippo_fov40	135	249
STDS0000231	Mus musculus / 小鼠	hippo_fov41_processed.h5ad	hippo_fov41_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006994/hippo_fov41_processed.h5ad	STDS0000231_hippo_fov41	185	249
STDS0000231	Mus musculus / 小鼠	hippo_fov42_processed.h5ad	hippo_fov42_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006995/hippo_fov42_processed.h5ad	STDS0000231_hippo_fov42	238	249
STDS0000231	Mus musculus / 小鼠	hippo_fov43_processed.h5ad	hippo_fov43_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006996/hippo_fov43_processed.h5ad	STDS0000231_hippo_fov43	257	249
STDS0000231	Mus musculus / 小鼠	hippo_fov44_processed.h5ad	hippo_fov44_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006997/hippo_fov44_processed.h5ad	STDS0000231_hippo_fov44	270	249
STDS0000231	Mus musculus / 小鼠	hippo_fov45_processed.h5ad	hippo_fov45_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006998/hippo_fov45_processed.h5ad	STDS0000231_hippo_fov45	187	249
STDS0000231	Mus musculus / 小鼠	hippo_fov46_processed.h5ad	hippo_fov46_processed		seqFish	spatial	Brain		https://db.cngb.org/stomics/datasets/STDS0000231/		https://ftp.cngb.org/pub/SciRAID/stomics/STDS0000231/stomics/STSP0006999/hippo_fov46_processed.h5ad	STDS0000231_hippo_fov46	122	249
